SAFETY_NO,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_EMD,SAFETY_LONG,SAFETY_LAT,SAFETY_X,SAFETY_Y,SAFETY_GUBUN
SFT0067574,방문요양(513081),가가호호재가복지센터,서울특별시 마포구 동교로12안길 23,서울특별시 마포구 서교동 480-27,,,14127962.68,4516632.3,노인복지관
SFT0067575,방문요양(513081),비지팅엔젤스 재가 마포망원지점,서울특별시 마포구 성미산로2길 21,서울특별시 마포구 서교동 438-1,,,14127536.67,4517084.102,노인복지관
SFT0067576,방문요양(513081),울림두레돌봄센터,서울특별시 마포구 동교로12안길 23,서울특별시 마포구 서교동 480-27,,,14127962.68,4516632.3,노인복지관
SFT0067577,복지용구(513086),그린실버복지센터,서울특별시 마포구 양화로7길 14,서울특별시 마포구 서교동 391-16,,,14128124.4,4516264.737,노인복지관
SFT0067578,방문목욕(513082),우리예 재가복지센터,서울특별시 마포구 양화로 59,서울특별시 마포구 서교동 393-5,,,14128099.35,4516141.737,노인복지관
SFT0067579,방문목욕(513082),(A+)어르신이 행복한 세상,서울특별시 마포구 잔다리로7안길 31,서울특별시 마포구 서교동 380-12,,,14128219.93,4516392.372,노인복지관
SFT0067580,방문요양서비스(513041),케어플랜 재가센터,서울특별시 마포구 양화로18안길 26-6,서울특별시 마포구 동교동 169-2,,,14129340.59,4516998.669,노인복지관
SFT0067581,방문요양(513081),홍익 재가복지센터,서울특별시 마포구 신촌로12길 4,서울특별시 마포구 동교동 185-6,,,14130053.36,4516916.999,노인복지관
SFT0067582,방문목욕(513082),다솜케어재가노인복지센터,서울특별시 마포구 동교로27길 3-10,서울특별시 마포구 동교동 200-36,,,14128972.73,4517217.125,노인복지관
SFT0067583,방문요양(513081),다솜케어재가노인복지센터,서울특별시 마포구 동교로27길 3-10,서울특별시 마포구 동교동 200-36,,,14128972.73,4517217.125,노인복지관
SFT0067584,방문목욕(513082),홍익 재가복지센터,서울특별시 마포구 신촌로12길 4,서울특별시 마포구 동교동 185-6,,,14130053.36,4516916.999,노인복지관
SFT0067585,방문요양(513081),맘스토리 재가노인복지센터,서울특별시 마포구 와우산로37길 48,서울특별시 마포구 동교동 177-23,,,14129613.75,4517019.521,노인복지관
SFT0067586,방문요양서비스(513041),미소요양재가센터,서울특별시 마포구 양화로 183,서울특별시 마포구 동교동 155-27,,,14129244.79,4517224.048,노인복지관
SFT0067587,방문목욕서비스(513042),우리실버복지센터,서울특별시 마포구 성지5길 5-15,서울특별시 마포구 합정동 370-9,,,14128004.2,4515542.229,노인복지관
SFT0067588,방문요양(513081),(A)비지팅엔젤스 마포방문요양센터,서울특별시 마포구 독막로 10,서울특별시 마포구 합정동 373-4,,,14128056.23,4515837.598,노인복지관
SFT0067589,복지용구(513086),(주)조아 서울지점,서울특별시 마포구 성지1길 33,서울특별시 마포구 합정동 364-11,,,14128150.19,4515774.177,노인복지관
SFT0067590,방문간호(513083),A+한우리통합재가센터,서울특별시 마포구 동교로 36,서울특별시 마포구 합정동 441-23,,,14127155.49,4516381.251,노인복지관
SFT0067591,노인일자리지원기관(513052),마포시니어클럽,서울특별시 마포구 동교로8길 58,서울특별시 마포구 합정동 459-5,,,14127083.39,4515971.771,노인복지관
SFT0067592,방문요양(513081),A+한우리통합재가센터,서울특별시 마포구 동교로 36,서울특별시 마포구 합정동 441-23,,,14127155.49,4516381.251,노인복지관
SFT0067593,방문목욕(513082),(A)비지팅엔젤스 마포방문요양센터,서울특별시 마포구 독막로 10,서울특별시 마포구 합정동 373-4,,,14128056.23,4515837.598,노인복지관
SFT0067594,방문요양서비스(513041),우리실버복지센터,서울특별시 마포구 성지5길 5-15,서울특별시 마포구 합정동 370-9,,,14128004.2,4515542.229,노인복지관
SFT0067595,방문목욕(513082),A+한우리통합재가센터,서울특별시 마포구 동교로 36,서울특별시 마포구 합정동 441-23,,,14127155.49,4516381.251,노인복지관
SFT0067596,방문목욕(513082),나누리복지센터,서울특별시 마포구 방울내로9길 12,서울특별시 마포구 망원동 473-26,,,14126854.08,4517601.223,노인복지관
SFT0067597,복지용구지원서비스(513047),마포효사랑 복지용구센터,서울특별시 마포구 희우정로12길 39,서울특별시 마포구 망원동 399-42,,,14127020.38,4516625.111,노인복지관
SFT0067598,방문요양서비스(513041),실버플러스재가 복지센터,서울특별시 마포구 방울내로9안길 8-14,서울특별시 마포구 망원동 469-12,,,14126650.06,4517701.322,노인복지관
SFT0067599,방문요양(513081),성산방문요양센터,서울특별시 마포구 월드컵로 161,서울특별시 마포구 망원동 472-15,,,14126935.75,4517729.97,노인복지관
SFT0067600,방문요양(513081),나누리복지센터,서울특별시 마포구 방울내로9길 12,서울특별시 마포구 망원동 473-26,,,14126854.08,4517601.223,노인복지관
SFT0067601,방문요양(513081),봄봄재가복지센터,서울특별시 마포구 망원로1길 22,서울특별시 마포구 망원동 429-14,,,14126446.8,4517087.795,노인복지관
SFT0067602,방문목욕(513082),봄봄재가복지센터,서울특별시 마포구 망원로1길 22,서울특별시 마포구 망원동 429-14,,,14126446.8,4517087.795,노인복지관
SFT0067603,복지용구(513086),대건 재가복지센터,서울특별시 마포구 동교로9길 33,서울특별시 마포구 망원동 379-25,,,14127533.82,4516785.468,노인복지관
SFT0067604,주야간보호서비스(513044),한서 재가노인복지센터,서울특별시 마포구 월드컵로13길 80,서울특별시 마포구 망원동 403-22,,,14127076.5,4516783.923,노인복지관
SFT0067605,방문목욕(513082),가나실버복지센터,서울특별시 마포구 동교로9길 33,서울특별시 마포구 망원동 379-25,,,14127533.82,4516785.468,노인복지관
SFT0067606,방문목욕(513082),성산방문요양센터,서울특별시 마포구 월드컵로 161,서울특별시 마포구 망원동 472-15,,,14126935.75,4517729.97,노인복지관
SFT0067607,주야간보호서비스(513044),망원데이케어센터,서울특별시 마포구 월드컵로11길 61,서울특별시 마포구 망원동 384-1,,,14127302.91,4516598.052,노인복지관
SFT0067608,방문목욕서비스(513042),그린방문요양 재가센터,서울특별시 마포구 희우정로16길 46-15,서울특별시 마포구 망원동 399-52,,,14126997.51,4516642.565,노인복지관
SFT0067609,방문목욕(513082),대건 재가복지센터,서울특별시 마포구 동교로9길 33,서울특별시 마포구 망원동 379-25,,,14127533.82,4516785.468,노인복지관
SFT0067610,방문목욕서비스(513042),참사랑재가센터,서울특별시 마포구 희우정로 100,서울특별시 마포구 망원동 406-17,,,14126672.39,4516648.869,노인복지관
SFT0067611,방문요양서비스(513041),마포효사랑재가 복지센터,서울특별시 마포구 희우정로12길 39,서울특별시 마포구 망원동 399-42,,,14127020.38,4516625.111,노인복지관
SFT0067612,방문요양서비스(513041),참사랑재가센터,서울특별시 마포구 희우정로 100,서울특별시 마포구 망원동 406-17,,,14126672.39,4516648.869,노인복지관
SFT0067613,방문요양서비스(513041),한서재가노인 복지센터,서울특별시 마포구 월드컵로13길 80,서울특별시 마포구 망원동 403-22,,,14127076.5,4516783.923,노인복지관
SFT0067614,방문요양서비스(513041),그린방문요양 재가센터,서울특별시 마포구 희우정로16길 46-15,서울특별시 마포구 망원동 399-52,,,14126997.51,4516642.565,노인복지관
SFT0067615,방문요양(513081),가나실버복지센터,서울특별시 마포구 동교로9길 33,서울특별시 마포구 망원동 379-25,,,14127533.82,4516785.468,노인복지관
SFT0067616,방문요양(513081),대건 재가복지센터,서울특별시 마포구 동교로9길 33,서울특별시 마포구 망원동 379-25,,,14127533.82,4516785.468,노인복지관
SFT0067617,방문목욕(513082),(1)하이케어서비스마포실버복지센터,서울특별시 마포구 연남로 42,서울특별시 마포구 연남동 573,,,14128850.51,4517878.744,노인복지관
SFT0067618,방문요양(513081),(1)하이케어서비스마포실버복지센터,서울특별시 마포구 연남로 42,서울특별시 마포구 연남동 573,,,14128850.51,4517878.744,노인복지관
SFT0067619,주야간보호서비스(513044),시립서부데이 케어센터,서울특별시 마포구 월드컵로36길 15,서울특별시 마포구 성산동 370,,,14126720.51,4518361.398,노인복지관
SFT0067620,주야간보호서비스(513044),성산노인복지센터,서울특별시 마포구 월드컵북로12안길 68,서울특별시 마포구 성산동 49-9,,,14127957.12,4518101.236,노인복지관
SFT0067621,방문목욕(513082),행복장기요양센터,서울특별시 마포구 모래내로7길 38,서울특별시 마포구 성산동 137-3,,,14127660.17,4518501.446,노인복지관
SFT0067622,노인요양시설내 치매전담실(513071),시립서부노인전문요양센터,서울특별시 마포구 월드컵로36길 15,서울특별시 마포구 성산동 370,,,14126720.51,4518361.398,노인복지관
SFT0067623,방문요양(513081),아리아케어 방문요양 마포성산센터,서울특별시 마포구 월드컵북로 125,서울특별시 마포구 성산동 54-14,,,14127845.81,4518029.094,노인복지관
SFT0067624,방문요양(513081),서부큰사랑 실버센터,서울특별시 마포구 월드컵로36길 46,서울특별시 마포구 성산동 170-2,,,14127046.64,4518598.056,노인복지관
SFT0067625,노인요양시설내 치매전담실(513071),시립서부노인전문요양센터,서울특별시 마포구 월드컵로36길 15,서울특별시 마포구 성산동 370,,,14126720.51,4518361.398,노인복지관
SFT0067626,주야간보호서비스(513044),재활앤데이케어센터,서울특별시 마포구 모래내로7길 62,서울특별시 마포구 성산동 138-4,,,14127514.85,4518536.458,노인복지관
SFT0067627,복지용구(513086),(주)조아메디,서울특별시 마포구 모래내로7길 62,서울특별시 마포구 성산동 138-4,,,14127514.85,4518536.458,노인복지관
SFT0067628,방문목욕(513082),참터행복케어센터,서울특별시 마포구 성산로4길 2,서울특별시 마포구 성산동 277-47,,,14127254.07,4517988.03,노인복지관
SFT0067629,노인요양시설(513021),시립서부노인전문 요양센터,서울특별시 마포구 월드컵로36길 15,서울특별시 마포구 성산동 370,,,14126720.51,4518361.398,노인복지관
SFT0067630,방문요양서비스(513041),효도방문재가센터,서울특별시 마포구 성미산로 20-1,서울특별시 마포구 성산동 293-8,,,14127613.13,4517227.966,노인복지관
SFT0067631,방문요양(513081),금빛 방문요양센터,서울특별시 마포구 모래내로7길 38,서울특별시 마포구 성산동 137-3,,,14127660.17,4518501.446,노인복지관
SFT0067632,방문목욕(513082),아리아케어 방문요양 마포성산센터,서울특별시 마포구 월드컵북로 125,서울특별시 마포구 성산동 54-14,,,14127845.81,4518029.094,노인복지관
SFT0067633,방문요양(513081),행복장기요양센터,서울특별시 마포구 모래내로7길 38,서울특별시 마포구 성산동 137-3,,,14127660.17,4518501.446,노인복지관
SFT0067634,방문요양(513081),참터행복케어센터,서울특별시 마포구 성산로4길 2,서울특별시 마포구 성산동 277-47,,,14127254.07,4517988.03,노인복지관
SFT0067635,방문목욕(513082),서부큰사랑 실버센터,서울특별시 마포구 월드컵로36길 46,서울특별시 마포구 성산동 170-2,,,14127046.64,4518598.056,노인복지관
SFT0067636,방문목욕(513082),사랑나눔재가센터,서울특별시 마포구 월드컵북로 230,서울특별시 마포구 중동 64-25,,,14126872,4518879.481,노인복지관
SFT0067637,방문요양(513081),늘봄재가복지센터,서울특별시 마포구 월드컵북로26안길 22,서울특별시 마포구 중동 386-13,,,14127719.77,4518578.071,노인복지관
SFT0067638,방문요양(513081),사랑나눔재가센터,서울특별시 마포구 월드컵북로 230,서울특별시 마포구 중동 64-25,,,14126872,4518879.481,노인복지관
SFT0067639,방문요양서비스(513041),어르신돌봄재가방문 요양센터,서울특별시 마포구 성암로11길 13,서울특별시 마포구 중동 82-1,,,14126724.32,4519333.332,노인복지관
SFT0067640,방문목욕(513082),늘봄재가복지센터,서울특별시 마포구 월드컵북로26안길 22,서울특별시 마포구 중동 386-13,,,14127719.77,4518578.071,노인복지관
SFT0067641,주야간보호서비스(513044),상암데이케어센터,서울특별시 마포구 월드컵로42길 2,서울특별시 마포구 상암동 1673,,,14124393.64,4519914.459,노인복지관
SFT0067642,방문요양(513081),상암재가복지센터,서울특별시 마포구 월드컵로42길 40,서울특별시 마포구 상암동 1680,,,14124300.89,4520296.83,노인복지관
SFT0067643,방문목욕(513082),행복한 만남 방문요양센터,서울특별시 마포구 월드컵로42길 40,서울특별시 마포구 상암동 1680,,,14124300.89,4520296.83,노인복지관
SFT0067644,방문목욕(513082),상암재가복지센터,서울특별시 마포구 월드컵로42길 40,서울특별시 마포구 상암동 1680,,,14124300.89,4520296.83,노인복지관
SFT0067645,노인복지주택(513013),상암카이져 팰리스,서울특별시 마포구 월드컵북로47길 37,서울특별시 마포구 상암동 1641,,,14125407.3,4519344.371,노인복지관
SFT0067646,방문요양(513081),행복한 만남 방문요양센터,서울특별시 마포구 월드컵로42길 40,서울특별시 마포구 상암동 1680,,,14124300.89,4520296.83,노인복지관
SFT0104919,장애인편의시설(504060),루치아공동생활가정,"서울특별시 마포구 마포대로4라길41, 201호",서울특별시 마포구 마포동 292-69,,,14131570.71,4514171.261,노인복지관
SFT0104920,장애인편의시설(504060),염리장애인주간보호센터,서울특별시 마포구 대흥로24길 50,서울특별시 마포구 염리동 14-11,,,14131857.12,4516729.918,노인복지관
SFT0104921,장애인편의시설(504060),우리마포보호작업장,"서울특별시 마포구 신촌로26길 10, 우리마포복지관(3층)",서울특별시 마포구 노고산동 1-50,,,14131190.85,4516873.528,노인복지관
SFT0104922,장애인편의시설(504060),우리마포장애인주간이용센터,서울특별시 마포구 신촌로26길 10,서울특별시 마포구 노고산동 1-50,,,14131165.09,4516873.947,노인복지관
SFT0104923,장애인편의시설(504060),맑음터단기보호시설,서울특별시 마포구 백범로 73-11,서울특별시 마포구 신수동 22-45,,,14130951.34,4515936.557,노인복지관
SFT0104924,장애인편의시설(504060),라온홈,"서울특별시 마포구 잔다리로9길 21, 501호",서울특별시 마포구 서교동 469-58,,,14127957.98,4517040.922,노인복지관
SFT0104925,장애인편의시설(504060),계명원,서울특별시 마포구 동교로 55-10,서울특별시 마포구 망원동 384-50,,,14127378.78,4516573.634,노인복지관
SFT0104926,장애인편의시설(504060),하나렘넌트 장애인주간보호센터,"서울특별시 마포구 월드컵로13길 19-13, 1층",서울특별시 마포구 망원동 379-37,,,14127495.95,4516791.352,노인복지관
SFT0104927,장애인편의시설(504060),행복한집,서울특별시 마포구 성미산로 165-5,서울특별시 마포구 연남동 223-106,,,14129176.3,4518148.226,노인복지관
SFT0104928,장애인편의시설(504060),한벗둥지,서울특별시 마포구 월드컵북로12길 98,서울특별시 마포구 성산동 23-11,,,14128133.47,4518215.903,노인복지관
SFT0104929,장애인편의시설(504060),마포장애인종합복지관,서울특별시 마포구 성산로 4길 35,서울특별시 마포구 성산동 275-3,,,14127429.23,4517986.275,노인복지관
SFT0104930,장애인편의시설(504060),잔디네집,"서울특별시 마포구 월드컵로 190, 604호",서울특별시 마포구 성산동 592-6,,,14126807.4,4518041.017,노인복지관
SFT0104931,장애인편의시설(504060),마포장애인주간보호센터,서울특별시 마포구 성산로4길 35,서울특별시 마포구 성산동 275-3,,,14127429.23,4517986.275,노인복지관
SFT0104932,장애인편의시설(504060),마포구수어통역센터,"서울특별시 마포구 월드컵로 213, 마포구장애인복지회관 3층",서울특별시 마포구 성산동 595-1,,,14126531.88,4518219.99,노인복지관
SFT0104933,장애인편의시설(504060),마포구립장애인직업재활센터(수아밀),서울특별시 마포구 매봉산로18 (상암동),서울특별시 마포구 상암동 1640,,,14125324.62,4519409.191,노인복지관
SFT0104934,장애인편의시설(504060),마포푸르메스포츠센터,서울특별시 마포구 월드컵북로494 마포푸르메스포츠센터 지하 1층,서울특별시 마포구 상암동 1738,,,14124274.64,4520915.433,노인복지관
SFT0104935,장애인편의시설(504060),마포푸르메직업재활센터,서울특별시 마포구 월드컵북로494 (상암동),서울특별시 마포구 상암동 1738,,,14124274.64,4520915.433,노인복지관
SFT0104936,장애인편의시설(504060),푸르메재단 넥슨어린이재활병원,서울특별시 마포구 월드컵북로 494,서울특별시 마포구 상암동 1738,,,14124274.64,4520915.433,노인복지관
SFT0108629,성폭력지원시설(504010),한국여성민우회성폭력상담소,서울특별시 마포구 월드컵로26길 39 (성산동),서울특별시 마포구 성산동 249-10,,,14127548.37,4517380.3,노인복지관
SFT0108631,성폭력지원시설(504010),한국성폭력상담소,서울특별시 마포구 성지1길 32-42,서울특별시 마포구 합정동 366-24,,,14128098.09,4515593.925,노인복지관
SFT0108839,성폭력지원시설(504010),서울해바라기센터(아동),서울특별시 마포구 백범로 23 구프라자 7층,서울특별시 마포구 신수동 63-4,,,14130665.52,4516371.057,노인복지관
SFT0109070,성폭력지원시설(504010),(사)군인권센터 부설 군성폭력상담소,"서울특별시 마포구  신촌로14길 20, 태안빌딩 4층",서울특별시 마포구 노고산동 54-64,,,14130155.7,4516780.245,노인복지관
